date,指数多头,量能,宽度,涨跌停,fwd1,fwd5
2019-12-24,1.0,0.8001,0.7949,0.9577,0.00326326428975654,0.0182011874605994
2019-12-25,1.0,0.8,0.7784,0.8333,0.00901171004243273,0.033558846094926764
2019-12-26,1.0,0.8001,0.8189,0.9783,-0.00592041006787325,0.029432654803912106
2019-12-27,0.5,0.8001,0.7504,0.7255,0.005723128886376161,0.04354097074111385
2019-12-30,1.0,0.8001,0.7426,0.7353,0.006057695676744856,0.05156914240637556
2019-12-31,1.0,0.8001,0.7783,0.7925,0.01839561231986453,0.03156182075406577
2020-01-02,1.0,0.8,0.8875,1.0,0.004983516247527575,0.028429425227211702
2020-01-03,1.0,0.8,0.8909,0.9032,0.0077033941276114515,0.021036481998943257
2020-01-06,1.0,0.8002,0.8811,0.9747,0.0134603602484471,0.02411842934648578
2020-01-07,1.0,0.8,0.9205,0.973,-0.013083717955957308,0.01123691727641063
2020-01-08,1.0,0.8,0.8117,0.519,0.015303196725938717,0.02013654413461996
2020-01-09,1.0,0.8001,0.9024,0.9492,-0.0022408842788597116,0.0017274101097899397
2020-01-10,1.0,0.8,0.8755,0.7391,0.010745096218961692,0.0027238076439448644
2020-01-13,1.0,0.8001,0.8914,0.9041,0.000712906937394342,0.0019269227251923482
2020-01-14,1.0,0.8001,0.8731,0.8125,-0.004398130532844768,-0.009841002123967102
2020-01-15,1.0,0.8001,0.7617,0.7619,-0.0030187158962795557,-0.0036812537671457868
2020-01-16,1.0,0.8001,0.6684,0.6977,-0.0012484339250492527,-0.03332442192659446
2020-01-17,1.0,0.8001,0.6031,0.6346,0.009941836619718147,-0.11790072451812261
2020-01-20,1.0,0.8001,0.6567,0.869,-0.011040758941143092,-0.12988089121286694
2020-01-21,1.0,0.8001,0.4743,0.4752,0.001795477759009012,-0.09472418838377183
2020-01-22,0.5,0.8001,0.4434,0.678,-0.03268159634317869,-0.07252025405894424
2020-01-23,0.5,0.8002,0.2521,0.2653,-0.08863112630098435,-0.029584803238257962
2020-02-03,0.5,0.8,0.0865,0.0243,-0.0037746144544432703,0.08205166802259334
2020-02-04,0.0,0.8001,0.1261,0.6333,0.02891761663856096,0.08164798405316698
2020-02-05,0.0,0.8001,0.1613,0.9929,0.02636677493678019,0.0701314278464884
2020-02-06,0.0,0.8001,0.2091,1.0,0.012098089606741524,0.03378060484864087
2020-02-07,0.0,0.8001,0.2376,0.937,0.01621266161190671,0.02343678543988581
2020-02-10,0.0,0.8001,0.2643,0.8723,-0.00414627897838904,0.04205699789257844
2020-02-11,0.0,0.8001,0.2445,0.5918,0.017962492847124922,0.06485756214039262
2020-02-12,0.5,0.8001,0.2981,1.0,-0.008497425848051465,0.04052076457734133
2020-02-13,0.5,0.8001,0.2817,0.7593,0.0019712214746285817,0.06816259996695595
2020-02-14,0.5,0.8,0.2896,0.902,0.03470143974215234,0.07811862975295347
2020-02-17,0.5,0.8001,0.4695,0.9933,0.017643341736694573,0.055048188250209185
2020-02-18,0.5,0.8001,0.6196,0.9907,-0.005302540896358288,0.03459672991005602
2020-02-19,1.0,0.8,0.6154,0.6579,0.017842222408963382,0.024542593260153067
2020-02-20,1.0,0.8,0.8289,1.0,0.011310300867618306,0.009902740880115557
2020-02-21,1.0,0.8002,0.8833,1.0,0.012560073866815902,-0.054156179482391265
2020-02-24,1.0,0.8001,0.8631,0.9643,-0.002083046726356952,-0.026910964262880643
2020-02-25,1.0,0.8,0.7784,1.0,-0.014968939300699424,-0.012838389066897493
2020-02-26,1.0,0.8001,0.7832,0.4251,0.0032981126957492,0.012349790674969663
2020-02-27,1.0,0.8001,0.8163,0.7407,-0.0528379021252795,0.027525861458309153
2020-02-28,1.0,0.8,0.3539,0.0898,0.041727063740564674,0.0831266030682658
2020-03-02,0.5,0.8001,0.6586,0.9952,0.012348583729382412,0.005549243825841987
2020-03-03,0.5,0.8,0.7046,0.9897,0.010164877830584285,0.014666379395264162
2020-03-04,0.5,0.8,0.7334,0.9714,0.01833849035504609,-0.004433367338262939
2020-03-05,0.5,0.8,0.8157,0.9868,-0.001585746785913833,-0.04052245345523153
2020-03-06,1.0,0.8001,0.7818,0.8108,-0.03288511403018457,-0.05023312871736629
2020-03-09,1.0,0.8,0.4996,0.2031,0.021527367700475253,-0.05555353964567522
2020-03-10,1.0,0.8001,0.6031,0.8766,-0.008850134115674813,-0.07742361071958415
2020-03-11,1.0,0.8,0.5352,0.6061,-0.018576070929907984,-0.08366339475529228
2020-03-12,1.0,0.8001,0.3406,0.6522,-0.011690492462311353,-0.05888800030460162
2020-03-13,0.5,0.8001,0.2576,0.7317,-0.03830270519262979,-0.033835452320761794
2020-03-16,0.5,0.8,0.1499,0.1341,-0.002127627128104992,-0.03368529994085312
2020-03-17,0.0,0.8001,0.144,0.6977,-0.015553710298632506,-0.012987621534313654
2020-03-18,0.0,0.8,0.1165,0.3524,0.007959118024553735,0.02601569193497899
2020-03-19,0.0,0.8001,0.1366,0.7865,0.014618460529985944,0.008289465677551844
2020-03-20,0.0,0.8001,0.1701,0.9184,-0.03815324707194645,-0.00977136052390104
2020-03-23,0.0,0.8001,0.1226,0.1347,0.01924599107640823,0.007265001971732854
2020-03-24,0.0,0.8,0.1606,0.8932,0.02334820022308981,-0.011470172812387935
2020-03-25,0.0,0.8,0.2226,0.9714,-0.009455149149707243,-0.039493419812141495
2020-03-26,0.0,0.8001,0.2033,0.5143,-0.003555732794650157,-0.009717465710810003
2020-03-27,0.0,0.8001,0.2021,0.5909,-0.02160517999442757,-0.011138040062385945
2020-03-30,0.5,0.8,0.1627,0.4773,0.000287969350794004,0.042156162993393975
2020-03-31,0.5,0.8,0.1859,0.7978,-0.0056620922262468065,0.046773051049579184
2020-04-01,0.0,0.8,0.1571,0.3594,0.021251999164112467,0.06213982442977706
2020-04-02,0.0,0.8,0.2219,0.9316,-0.004985146239554372,0.0162714273390705
2020-04-03,0.0,0.8001,0.2434,0.8429,0.03112490197716511,0.013370031951703165
2020-04-07,0.0,0.8001,0.4577,1.0,0.004719375835189332,0.0004718227862716695
2020-04-08,0.5,0.8001,0.5652,0.859,0.008934925987757358,-0.00991891128497191
2020-04-09,0.5,0.8001,0.6903,0.925,-0.02285066147426973,-0.013856273035120381
2020-04-10,0.5,0.8001,0.4673,0.2857,-0.007825855354659184,0.009360219577781548
2020-04-13,1.0,0.8,0.4218,0.6049,0.018000708205841542,0.029352828573002254
2020-04-14,1.0,0.8,0.5942,0.9881,-0.005715472616069195,0.0065905073544794135
2020-04-15,1.0,0.8001,0.5197,0.7193,0.004922586158977449,0.02223459482851653
2020-04-16,1.0,0.8001,0.5396,0.8551,0.00015407888888896437,0.013689410808330527
2020-04-17,0.5,0.8001,0.5531,0.7556,0.011826345459594378,-0.0036741550609872276
2020-04-20,1.0,0.8001,0.6185,0.9467,-0.004510580904801498,-0.021194282612808757
2020-04-21,1.0,0.8001,0.5251,0.8361,0.009737359500693543,-0.036497334819998284
2020-04-22,1.0,0.8001,0.5945,0.8969,-0.0034778812760054567,-0.04580088010716521
2020-04-23,1.0,0.8,0.5612,0.7215,-0.01697763921242368,-0.021541279150866566
2020-04-24,1.0,0.8001,0.4294,0.3093,-0.005966354311061961,0.013428538086420527
2020-04-27,1.0,0.8001,0.3929,0.3782,-0.020074472984206282,0.018260812516603275
2020-04-28,0.5,0.8001,0.292,0.3548,-1.262624584719152e-05,0.05091244210386825
2020-04-29,0.5,0.8002,0.292,0.5052,0.021857741489067273,0.05248162748939378
2020-04-30,0.5,0.8001,0.392,0.7333,0.018155281128942935,0.029979176193198454
2020-05-06,0.5,0.8001,0.4928,0.6757,-0.0012265594579646821,0.01763345844150388
2020-05-07,0.0,0.8001,0.4678,0.5895,0.011347894387614188,0.011008469329689019
2020-05-08,0.5,0.8001,0.5554,0.7468,0.0014805196241014507,0.0027265811666778994
2020-05-11,0.5,0.8001,0.569,0.6835,1.004034263618614e-05,-0.0015750700343043489
2020-05-12,0.5,0.8001,0.551,0.6667,0.005951289030118767,0.010435244769446905
2020-05-13,1.0,0.8,0.5741,0.8718,-0.007728766233766393,-0.0028397913921350826
2020-05-14,1.0,0.8,0.4982,0.6216,0.0030632257529703555,-0.0037470146989916353
2020-05-15,1.0,0.8,0.5118,0.8361,-0.0028157860298175796,-0.022274270364640802
2020-05-18,1.0,0.8002,0.4669,0.5607,0.01203942285398818,-0.020407236995291123
2020-05-19,1.0,0.8001,0.5447,0.8182,-0.007264837196467866,-0.011661974354501892
2020-05-20,1.0,0.8001,0.4838,0.6023,-0.008631541517241326,-0.0062602176370788465
2020-05-21,1.0,0.8001,0.4088,0.4889,-0.015590679536679697,-0.0005438262767342161
2020-05-22,0.5,0.8001,0.2965,0.4839,-0.0009115953693494827,0.023171756267001742
2020-05-25,0.5,0.8001,0.2946,0.6364,0.021074351336456187,0.05259686490787119
2020-05-26,0.5,0.8001,0.4262,0.95,-0.0018390479470927756,0.03733358147194976
2020-05-27,0.5,0.8,0.4184,0.9054,-0.002928790966675865,0.04006256750245907
2020-05-28,0.5,0.8001,0.3973,0.7458,0.007767863949325271,0.04731304956118354
2020-05-29,0.5,0.8,0.4394,0.9375,0.02782090693832573,0.03942330747959888
2020-06-01,1.0,0.8001,0.6803,0.9699,0.00626816318106771,0.011025558504390576
2020-06-02,1.0,0.8001,0.7416,0.798,0.0007868839064648636,0.009828245005750524
2020-06-03,1.0,0.8001,0.7212,0.8941,0.0040219898211826255,0.007333280802630515
2020-06-04,1.0,0.8,0.7224,0.8791,0.00017602832004404156,0.00025300004337958093
2020-06-05,1.0,0.8001,0.7211,0.6667,-0.00025985659340643785,0.002099178829374271
2020-06-08,1.0,0.8002,0.7107,0.631,0.005076483658335684,0.0008860946375055523
2020-06-09,1.0,0.8001,0.7358,0.7945,-0.0016857419709032095,0.01339977971110029
2020-06-10,1.0,0.8001,0.6687,0.7358,-0.003035016744441399,0.020003075960702388
2020-06-11,1.0,0.8,0.5949,0.8095,0.002022065038419285,0.022247607158875304
2020-06-12,1.0,0.8001,0.5467,0.8689,-0.0014700850713501579,0.02620269078436066
2020-06-15,1.0,0.8,0.507,0.6082,0.017642559517279333,0.03127377138371701
2020-06-16,1.0,0.8001,0.6791,0.9155,0.004819257268239063,0.012756378543335112
2020-06-17,1.0,0.8,0.6877,0.9322,-0.000841181195175511,0.005741381936533507
2020-06-18,1.0,0.8001,0.6977,0.7246,0.005898895890411149,0.0018199444504825024
2020-06-19,1.0,0.8001,0.7282,0.8955,0.0034642478094193407,0.011810973881761111
2020-06-22,1.0,0.8001,0.6892,0.7188,-0.00063007338444665,0.014390158345804593
2020-06-23,1.0,0.8,0.5916,0.7213,-0.002140761774370281,0.029332769411115844
2020-06-24,1.0,0.8,0.5456,0.6731,-0.0047369529282976774,0.04420004541175904
2020-06-29,1.0,0.8001,0.4404,0.6667,0.015930604212253785,0.09050253267403097
2020-06-30,1.0,0.8001,0.5366,0.9318,0.006022155822853925,0.08622364261396065
2020-07-01,1.0,0.8001,0.5845,0.8471,0.014091280131183659,0.10460466725715412
2020-07-02,1.0,0.8001,0.7491,0.9053,0.012271922971865301,0.12116155729515898
2020-07-03,1.0,0.8001,0.8382,0.8913,0.039395543294181934,0.102630722953851
2020-07-06,1.0,0.8,0.9434,0.9739,0.011944317859093445,0.09641818335781949
2020-07-07,1.0,0.8001,0.9588,0.9009,0.023046014733969722,0.07953114431214692
2020-07-08,1.0,0.8002,0.9588,0.9934,0.029291467412053462,0.030046077131296478
2020-07-09,1.0,0.8001,0.9791,0.9889,-0.004459156675749365,-0.04287392416257085
2020-07-10,1.0,0.8002,0.9767,0.7832,0.03353928894335523,-0.035783161279108966
2020-07-13,1.0,0.8001,0.9838,0.9837,-0.003641654233596525,-0.03389678553374742
2020-07-14,1.0,0.8001,0.9769,0.8496,-0.023849807619047536,-0.025012017389165808
2020-07-15,1.0,0.8001,0.9364,0.3455,-0.04357511283306148,0.007402205019883201
2020-07-16,1.0,0.8002,0.6423,0.0731,0.002916197772344198,0.05111263501483698
2020-07-17,1.0,0.8002,0.594,0.6082,0.035561285830618905,0.005344676970429063
2020-07-20,0.5,0.8002,0.7904,0.9856,0.005521355223880642,-0.028432775102215535
2020-07-21,0.5,0.8001,0.7944,0.8966,0.008603053344164557,-0.022403713732013775
2020-07-22,0.5,0.8004,0.7927,0.9583,-0.0020765506226314567,-0.005282619056322768
2020-07-23,0.5,0.8001,0.6944,0.9677,-0.04075317212449259,-0.0028972051062552406
2020-07-24,1.0,0.8001,0.3673,0.1443,0.0007686196916418808,0.0542031336776263
2020-07-27,1.0,0.8001,0.34,0.7879,0.011761118983234509,0.08524314033357228
2020-07-28,1.0,0.8001,0.3781,0.8875,0.026267183833468488,0.067935462130718
2020-07-29,0.5,0.8001,0.4969,0.9912,0.0003165517427718978,0.05161227824766934
2020-07-30,0.5,0.8001,0.4682,0.9167,0.014179297355639608,0.050756280043715574
2020-07-31,0.5,0.8003,0.4982,0.9703,0.030235298004315014,0.024175221835104566
2020-08-03,1.0,0.8001,0.7004,1.0,-0.00437465300620099,0.0033272047051089437
2020-08-04,1.0,0.8001,0.6592,0.7438,0.010580891403934256,-0.010240323742931268
2020-08-05,1.0,0.8001,0.685,0.9746,-0.0004976924319956,-0.026549647085255756
2020-08-06,1.0,0.8001,0.6738,0.9394,-0.011476470255720184,-0.020040372580022225
2020-08-07,1.0,0.8001,0.5313,0.814,0.009263922518159884,-0.0010675696120820977
2020-08-10,1.0,0.8001,0.6409,0.8088,-0.017838032804517456,0.011059784435102582
2020-08-11,1.0,0.8001,0.492,0.3947,-0.00607152525523913,0.03875650437239431
2020-08-12,1.0,0.8002,0.4413,0.6941,0.006185786462530318,0.03039072570917778
2020-08-13,0.5,0.8001,0.4952,0.814,0.007662136717700774,0.01328665038306176
2020-08-14,0.5,0.8,0.5532,0.6753,0.021516704130901232,0.012708071506758456
2020-08-17,0.5,0.8003,0.7107,0.9444,0.00906706752411579,0.0075660737992573335
2020-08-18,1.0,0.8002,0.7514,0.8989,-0.014076274772361952,-0.0007186584263622064
2020-08-19,1.0,0.8001,0.6086,0.4959,-0.010516496520342478,-0.0067452230113851375
2020-08-20,1.0,0.8001,0.5129,0.45,0.007086769395398651,0.015557024390491225
2020-08-21,1.0,0.8001,0.5429,0.8305,0.016329980830670943,0.01886766682919183
2020-08-24,1.0,0.801,0.5506,0.8111,0.0007699933475253662,0.00420177823214507
2020-08-25,1.0,0.8001,0.5036,0.6429,-0.02002228092577818,0.013790009367111056
2020-08-26,1.0,0.8001,0.3332,0.3656,0.011701071827613818,0.040399094031180915
2020-08-27,1.0,0.8,0.3931,0.8,0.010369799415515413,0.01965756424342535
2020-08-28,1.0,0.8003,0.4582,0.8493,0.0017006204515273016,0.011292382423133906
2020-08-31,1.0,0.8001,0.4635,0.7375,0.010325457415760075,-0.0018654284240386954
2020-09-01,1.0,0.8002,0.4772,0.8475,0.005699327942735977,-0.0026696062061382086
2020-09-02,1.0,0.8002,0.5079,0.8548,-0.00846833050847462,-0.03374467401283454
2020-09-03,1.0,0.8002,0.4552,0.6441,0.0020808136086840623,-0.059317859085630475
2020-09-04,1.0,0.8001,0.4407,0.7586,-0.011332393065113688,-0.0468893823994434
2020-09-07,1.0,0.8001,0.3751,0.4245,0.009511457671957713,-0.02056426106249487
2020-09-08,1.0,0.8001,0.421,0.7625,-0.025636501190161254,-0.02649264849732058
2020-09-09,0.5,0.8001,0.3374,0.2436,-0.034710486393659146,-0.004399686759062882
2020-09-10,0.5,0.8002,0.1327,0.1033,0.015320501583949264,0.03825508268468636
2020-09-11,0.5,0.8002,0.1719,0.803,0.0159748200052785,0.03567082246450015
2020-09-14,0.5,0.8001,0.2527,0.8837,0.0034010261213717197,0.018485905758831134
2020-09-15,0.0,0.8001,0.2683,0.8209,-0.003524109881422932,0.0007921676512050446
2020-09-16,0.0,0.8003,0.2393,0.75,0.006645669386680764,0.012108706173755701
2020-09-17,0.0,0.8002,0.2563,0.8723,0.012793326493028223,-0.01841046895055609
2020-09-18,0.5,0.8001,0.3424,0.9444,-0.0008832803468208361,-0.03577340169359533
2020-09-21,0.5,0.8003,0.3358,0.7273,-0.014030648556430547,-0.045828065403547114
2020-09-22,0.5,0.8002,0.2426,0.5306,0.007743621983211213,-0.02466277399617367
2020-09-23,0.5,0.8001,0.2812,0.8846,-0.023708773060796662,-0.03393002528846434
2020-09-24,0.5,0.8002,0.17,0.25,-0.005121557329843096,0.0194304145478148
2020-09-25,0.0,0.8002,0.1522,0.5147,-0.011301767703161714,0.05569686635974591
2020-09-28,0.0,0.8004,0.1247,0.2088,0.007839968137895115,0.07173246922886078
2020-09-29,0.0,0.8001,0.158,0.6,-0.0018315414926931561,0.058096035885922825
2020-09-30,0.0,0.8002,0.165,0.6,0.030216233037578366,0.052869734181548944
2020-10-09,0.0,0.8,0.3421,0.9744,0.030271452908948504,0.024933695681798485
2020-10-12,0.0,0.8001,0.658,0.9758,0.0037161533646321576,-0.010088601869904457
2020-10-13,0.5,0.8001,0.6735,0.9811,-0.004983514345331175,-0.0031605439548637593
2020-10-14,1.0,0.8,0.5924,0.7833,-0.0067618401981230924,-0.00905276807509603
2020-10-15,1.0,0.8001,0.548,0.5806,0.0028812651732221806,-0.005065215688955016
2020-10-16,1.0,0.8002,0.5401,0.7561,-0.004933237438167093,-0.0207016637304287
2020-10-19,1.0,0.8001,0.4978,0.6122,0.010740826132222825,-0.013124393672424683
2020-10-20,1.0,0.8001,0.5623,0.9796,-0.01086496305931317,-0.02280721714730516
2020-10-21,1.0,0.8001,0.4643,0.6486,-0.0027650691627665314,-0.009919559202278383
2020-10-22,0.5,0.8001,0.4254,0.6154,-0.012880070184559389,-0.007258356752842254
2020-10-23,0.5,0.8001,0.337,0.5091,0.002766040000000025,-0.02035369865501646
2020-10-26,0.5,0.8002,0.3429,0.7447,0.0008238467930408166,-0.021695718843219636
2020-10-27,0.5,0.8001,0.3509,0.7778,0.0021801947040496206,-0.002698578978502786
2020-10-28,0.5,0.8001,0.3631,0.7143,-8.463641078826356e-05,-0.006654097651784263
2020-10-29,0.5,0.8002,0.3622,0.7234,-0.025901255572835735,0.012196378472477454
2020-10-30,0.5,0.8001,0.2398,0.0896,0.0013923480176212255,0.02992776050914281
2020-11-02,0.5,0.8001,0.2652,0.4646,0.020258281420056923,0.0518881869047092
2020-11-03,0.0,0.8,0.3395,0.9565,-0.0017946742679451066,0.02183620062978031
2020-11-04,0.0,0.8,0.3335,0.8947,0.018890506732263113,0.012638790485110185
2020-11-05,0.0,0.8002,0.4199,0.9315,-0.00883725757183551,-0.004011024728320156
2020-11-06,0.5,0.8001,0.3773,0.8,0.022744333850931664,0.005060012070323472
2020-11-09,0.5,0.8001,0.5368,0.9529,-0.008890052263906822,-0.006960339980096042
2020-11-10,0.5,0.8001,0.4877,0.5818,-0.010779386087406362,-0.004413331036787538
2020-11-11,0.5,0.8001,0.4119,0.5753,0.002137900749547672,0.012956607335939507
2020-11-12,0.5,0.8001,0.4235,0.9254,0.00018982398552602753,0.013860935986297562
2020-11-13,1.0,0.8,0.4228,0.6557,0.010512480227448995,0.019506816984177666
2020-11-16,1.0,0.8,0.5133,0.9359,-0.006347992764857979,0.013117649452840219
2020-11-17,1.0,0.8001,0.5031,0.6939,0.006479484120836654,0.0197632399912282
2020-11-18,1.0,0.8002,0.5377,0.7963,0.003032570875290519,7.703161433547656e-05
2020-11-19,1.0,0.8,0.5688,0.8333,0.005759574748257057,-0.007059282904967157
2020-11-20,1.0,0.8,0.6091,0.8873,0.0041796794838708795,-0.012700112947876319
2020-11-23,1.0,0.8001,0.6235,0.9231,0.0001699120227038886,-0.01907154980458925
2020-11-24,1.0,0.8001,0.6114,0.8333,-0.012950285530048955,-0.006373368013300795
2020-11-25,1.0,0.8001,0.5195,0.4423,-0.004124833677153106,0.010352476479707384
2020-11-26,1.0,0.8001,0.4697,0.5645,4.5921629285849974e-05,0.012886093694783884
2020-11-27,1.0,0.8001,0.4657,0.7407,-0.002300689352926044,0.015386438698619331
2020-11-30,0.5,0.8,0.4351,0.6129,0.013117175773195822,0.014531413617865585
2020-12-01,0.5,0.8001,0.5149,0.8841,0.0036648488671473523,-0.0004443707847611167
2020-12-02,0.5,0.8002,0.5295,0.8108,-0.0016275205867216647,-0.022513866634874202
2020-12-03,0.5,0.8001,0.5048,0.7105,0.0025145702160493943,-0.021195864940518727
2020-12-04,1.0,0.8001,0.5179,0.7222,-0.0031408206577595577,-0.038900997085749345
2020-12-07,1.0,0.8002,0.43,0.6866,-0.0018377326656394688,-0.02874877531498421
2020-12-08,1.0,0.8001,0.3969,0.6761,-0.018495375706214623,-0.027053720496689526
2020-12-09,1.0,0.8,0.2729,0.3679,-0.00028135661103989573,-0.018252191300503928
2020-12-10,0.0,0.8001,0.2657,0.5909,-0.015619448948178571,-0.008874530375599043
2020-12-11,0.0,0.8002,0.2112,0.4839,0.007389140805334593,0.0032193919569805107
2020-12-14,0.0,0.8001,0.2364,0.73,-9.57119425936126e-05,0.006820539278522331
2020-12-15,0.0,0.8002,0.2375,0.5,-0.009616425461065448,-0.01276638271356112
2020-12-16,0.0,0.8001,0.2244,0.3739,0.009267961834016347,0.001426974014255178
2020-12-17,0.0,0.8,0.2422,0.8111,-0.0036078295367288904,-0.025725829366036623
2020-12-18,0.0,0.8002,0.2511,0.7722,0.011005255819902748,-0.01227908841402825
2020-12-21,0.0,0.8001,0.3047,0.899,-0.019548083567595076,-0.0336559822663518
2020-12-22,0.0,0.8002,0.2314,0.3534,0.0046222178799486535,-0.016887761241574095
2020-12-23,0.0,0.8001,0.2684,0.8247,-0.018097442970145483,-0.015347436594936426
2020-12-24,0.0,0.8002,0.2266,0.375,0.010144179709406176,0.018034847952641098
2020-12-25,0.0,0.8002,0.2614,0.7934,-0.010875572847682036,0.023393744326563715
2020-12-28,0.0,0.8002,0.2582,0.6176,-0.002535059078176749,0.034667167265269194
2020-12-29,0.0,0.8001,0.2232,0.4424,0.006196244020356234,0.025142668113344424
2020-12-30,0.0,0.8002,0.2573,0.8763,0.015191609204169954,-0.0053482225624148505
2020-12-31,0.0,0.8002,0.3184,0.8791,0.015461539908490085,-0.02139154270774113
2021-01-04,0.0,0.8001,0.4054,0.9195,2.0348754448562545e-05,-0.05789797185196255
2021-01-05,0.5,0.8,0.4201,0.7259,-0.011717097790195585,-0.05024994767050783
2021-01-06,0.5,0.8002,0.385,0.6275,-0.023731121827411106,-0.05298244493743187
2021-01-07,0.5,0.8002,0.2909,0.3791,-0.0011830098984771942,-0.02585920060110214
2021-01-08,0.5,0.8,0.2789,0.6837,-0.02241967241816789,-0.01160198647305255
2021-01-11,0.0,0.8001,0.2249,0.264,0.00813855631659055,0.02689639066886418
2021-01-12,0.0,0.8001,0.2617,0.8762,-0.014560456758813234,0.02250397280503469
2021-01-13,0.0,0.8001,0.25,0.4586,0.004229900836926204,0.042846824714755094
2021-01-14,0.0,0.8,0.261,0.5625,0.013435357088511068,0.04675197230489103
2021-01-15,0.0,0.8,0.2864,0.8547,0.015657352851711215,0.024809479762779807
2021-01-18,0.0,0.8001,0.3494,0.9225,0.0038263726881175852,-0.004584209537847439
2021-01-19,0.0,0.8001,0.3976,0.8585,0.005044993417721466,-0.01630990303668045
2021-01-20,0.5,0.8002,0.3982,0.9537,0.007990439666076377,-0.018519794004966728
2021-01-21,0.5,0.8002,0.4483,0.9515,-0.007808737360970541,-0.03888627888828977
2021-01-22,0.5,0.8002,0.3694,0.6348,-0.013473834217841874,-0.0446784336671171
2021-01-25,0.5,0.8001,0.3153,0.5324,-0.007998394896412298,-0.02397395893984744
2021-01-26,0.5,0.8001,0.276,0.5211,0.002787127997980532,-0.01339468247063591
2021-01-27,0.5,0.8002,0.2842,0.7724,-0.0129261533804238,-0.029422703099854175
2021-01-28,0.0,0.8002,0.2387,0.3723,-0.01378818103883006,-0.03434861371552411
2021-01-29,0.0,0.8001,0.2153,0.3866,0.007906930947580548,-0.03338144732027737
2021-02-01,0.0,0.8001,0.2649,0.5707,0.002754042842741944,-0.03807846284668315
2021-02-02,0.0,0.8,0.2901,0.763,-0.01350377626606214,-0.021310930939900663
2021-02-03,0.0,0.8001,0.2624,0.4286,-0.017935787909319822,0.001204691671994551
2021-02-04,0.0,0.8001,0.2119,0.496,-0.01280042195367559,0.04561454568446299
2021-02-05,0.0,0.8001,0.1936,0.3315,0.003009285965794861,0.08681705117412863
2021-02-08,0.0,0.8002,0.2108,0.6518,0.020233337939698393,0.0923283322461006
2021-02-09,0.0,0.8002,0.2584,0.9505,0.009191456963613565,0.06485544324869275
2021-02-10,0.0,0.8003,0.2825,0.7841,0.025625062986198266,0.05388495690127648
2021-02-18,0.0,0.8,0.3999,0.9325,0.026100238143036414,0.02234919574421368
2021-02-19,0.5,0.8,0.6436,0.9474,0.008095575407779165,-0.00705768001127427
2021-02-22,0.5,0.8,0.719,0.7597,-0.00542630707476166,0.007229781988287831
2021-02-23,0.5,0.8001,0.6792,0.79,-0.001205560932798444,0.0075163452928208585
2021-02-24,0.5,0.8001,0.7101,0.6444,-0.005065067669172918,0.02413639496337483
2021-02-25,1.0,0.8001,0.6678,0.759,-0.003414532682193827,0.019644721224599815
2021-02-26,1.0,0.8002,0.6624,0.6824,0.022601077827828053,0.031035940726386713
2021-03-01,1.0,0.8002,0.7731,0.9571,-0.005143344508381165,-0.003783309636378296
2021-03-02,1.0,0.8001,0.7564,0.726,0.015270611652913324,-0.02321680299968687
2021-03-03,1.0,0.8001,0.8042,0.9912,-0.009428669167291792,-0.04839782109692414
2021-03-04,1.0,0.8,0.7559,0.6667,0.007719074518629743,-0.018507791478906355
2021-03-05,1.0,0.8,0.778,0.8333,-0.011933317670582255,-0.02495161571928428
2021-03-08,1.0,0.8001,0.7243,0.458,-0.02455030726954799,-0.01640155916394903
2021-03-09,1.0,0.8001,0.5243,0.3282,-0.010902594155844048,0.021242810353397923
2021-03-10,0.5,0.8,0.3902,0.5976,0.02168538991512703,0.03942056029410734
2021-03-11,0.5,0.8001,0.5151,0.9623,0.0011030621412528863,0.0197843686152972
2021-03-12,0.5,0.8,0.4859,0.8667,-0.0032691055652608325,0.016634474076649752
2021-03-15,0.5,0.8,0.458,0.75,0.012782192614770427,0.037998216073589886
2021-03-16,0.5,0.8,0.5275,0.913,0.006702979296582701,0.014062994094349968
2021-03-17,0.0,0.8,0.5561,0.9157,0.002384241834953782,-0.0002999485092104459
2021-03-18,0.5,0.8001,0.538,0.8989,-0.00198912986041877,-0.005434367892105274
2021-03-19,0.5,0.8,0.5124,0.8077,0.017676378984063712,0.010608192262461236
2021-03-22,0.5,0.8002,0.6179,0.9618,-0.010571572566592025,-0.0028963206605612246
2021-03-23,0.5,0.8,0.5364,0.5984,-0.007555717840258991,0.0023029127005247396
2021-03-24,1.0,0.8001,0.4722,0.5968,-0.002763963441929751,0.012857058708291236
2021-03-25,1.0,0.8001,0.4355,0.5816,0.014109002733598386,0.019360835337791205
2021-03-26,1.0,0.8001,0.5183,0.9694,0.004077415590864053,0.010333736376213931
2021-03-29,1.0,0.8002,0.5111,0.8785,-0.005412360545905659,0.017261848090478482
2021-03-30,1.0,0.8001,0.4309,0.7064,0.0028946178075397455,0.030409294389285524
2021-03-31,1.0,0.8001,0.4614,0.8868,0.0036395071888943864,0.0215654554466973
2021-04-01,1.0,0.8001,0.4821,0.8462,0.005128412143742267,0.02356610764975553
2021-04-02,1.0,0.8,0.5129,0.8476,0.010962626145085475,0.006271118246328422
2021-04-06,1.0,0.8002,0.622,0.94,0.007442036386138717,-0.01008253482551058
2021-04-07,1.0,0.8,0.6721,0.9231,-0.0057130670460167066,-0.006023488943919575
2021-04-08,1.0,0.8001,0.5679,0.5747,0.005605052891744844,-0.0019453916558735962
